5611, 54371527
6841, 840093787
34475, 1877675929
45335, 346414505
32607, 1852776882
41768, 2087635957
4859, 606802153
4392, 1102570058
12365, 123537398
44443, 136365063
16255, 72762951
12694, 1220791211
28628, 1921479006
30303, 580103224
13687, 1601341783
37786, 1030935650
13311, 1258810979
29438, 2119797786
3260, 386591125
28644, 113602220
34360, 254686764
4529, 182539219
38917, 169958921
9278, 201367635
46320, 1379703721
32698, 950012575
16673, 116461745
20139, 867961653
40751, 1914000442
14878, 1758520791
8578, 610569016
22793, 876088241
29995, 365518583
2379, 710899607
9709, 1167131023
1827, 843994069
17788, 878256357
33288, 135823057
15278, 164158918
40692, 1341711598
12640, 674923391
40526, 848845665
35136, 167560665
7318, 681842239
11107, 1017388548
29382, 1301936037
7564, 934852176
40630, 1349853911
20759, 878943010
3519, 2052480468
24033, 737771698
40889, 1320408173
28055, 1775524178
31231, 516759686
33096, 1793421923
21284, 1336062088
11666, 2002711810
24105, 1112246802
38827, 1754231424
39042, 2104349935
36324, 2086968424
2324, 104610241
36952, 1289342955
14152, 27224064
2317, 1367734023
4532, 2066876350
5722, 681211774
876, 1574050129
2304, 548548459
9815, 101451752
36734, 1801797452
13841, 515348401
25614, 1474937946
45203, 1679814442
35722, 1274200597
30729, 1705822047
35374, 747999405
32288, 2088022326
42360, 1117412792
46390, 2058144677
13168, 2047467275
37380, 295685242
45401, 1069854608
35371, 890447705
3067, 1813061539
49457, 1812889801
25343, 281929650
4554, 976917309
17597, 1808349758
48103, 691069671
16707, 2145928832
8070, 1268433
44590, 2059840358
40760, 636303302
19503, 2057053502
14332, 1367432671
37129, 377018064
17913, 390748882
22672, 1385369636
46587, 917792091
47527, 125612397
48244, 370839222
42047, 763952799
6532, 16925996
18909, 1857004635
45668, 1359885616
49820, 957403738
4050, 454410762
10449, 1302961162
14064, 1899529952
31016, 1637678396
28975, 1022084498
46460, 635113240
33380, 1314085484
32876, 546546320
43927, 923946756
8717, 667592172
35978, 1079700764
44971, 495058862
26761, 1856363880
29850, 1804622429
15848, 2060029670
42519, 282436250
6784, 1484302968
47412, 1457670848
49272, 650444781
15597, 208344599
29279, 815078409
7839, 937879011
13894, 716457068
25331, 66074173
3824, 9100400
16345, 787706154
1165, 17727668
15017, 37944278
41548, 1487344867
16707, 795373749
40889, 309625578
9999, 1766847673
28547, 515723764
34873, 882794171
18545, 2024900470
38771, 691214176
45232, 1934596610
43187, 674175478
20030, 966034871
49651, 2143973854
35271, 1473915997
46361, 2063936436
43665, 2066961378
30714, 1218251566
22597, 1796963773
25315, 659229838
39352, 943951666
43863, 1753034251
25430, 1355628736
44774, 478360327
45559, 1579483545
24503, 1925540791
46508, 651184043
32621, 1870166538
18914, 1192482272
6745, 444870537
14621, 503369458
23326, 2010558287
47188, 315720392
26205, 1829669785
34166, 947467872
15975, 2071789870
19538, 620009838
40473, 1203611321
38574, 18201599
21648, 1061200485
35145, 704062504
7628, 816798005
46547, 1291490249
30895, 824981813
38874, 258653992
2350, 855403495
23450, 1631175676
28134, 1184870638
46069, 1799804339
6775, 1912096587
38563, 1208472750
2809, 343724454
32588, 1366259634
35775, 1656637515
11233, 1081823775
4352, 834662730
36279, 1409611981
10735, 993649178
18582, 43457983
30991, 890107456
11975, 940999694
10952, 1064135426
41722, 316505438
22416, 224104143
9778, 968579192
730, 568614693
18294, 1825119891
39147, 1858050883
45877, 312191274
4750, 280873463
15050, 1937559102
36193, 1032417681
37435, 619513281
16860, 1753306018
21264, 1697214203
29826, 965083239
30249, 93957130
18665, 915421972
12569, 2130741082
26115, 379288699
36626, 1128243198
3392, 981404920
29441, 1860242540
22155, 1849775319
166, 2059176905
48782, 1418965216
2360, 1098701327
49250, 901456147
14608, 182482462
28517, 233702224
46665, 1003208344
35464, 222943267
15474, 1080520481
15239, 1507628043
27915, 130407706
16742, 2015614541
904, 687336487
35814, 2064530346
45379, 1541507969
22017, 425045545
1227, 1749987151
10762, 1154969939
4830, 426364
26086, 271935791
8826, 416220956
38015, 2062605491
29300, 1704423479
15110, 369111126
10313, 1276430349
39170, 1701238228
38056, 1616172264
19122, 518005312
25103, 271421288
2010, 556120482
29257, 54390379
16028, 1118646836
27530, 677693142
33127, 358098713
19506, 35075566
34504, 861028332
46522, 1135672519
175, 1870725822
12351, 914215286
3300, 1330072664
11987, 1969092470
27244, 1450000043
31087, 305712718
5356, 1593806190
34006, 255573718
43025, 242579616
14098, 983609053
26452, 2114341628
2195, 1487359580
6693, 191938053
35146, 954991197
16385, 1973731668
13717, 1829116560
23842, 635792420
48198, 1789327142
15084, 639010186
35965, 702208680
10229, 901233404
21399, 1909531937
5946, 1585055405
22008, 349998971
35021, 327586106
8024, 1041377826
44086, 847426571
3758, 619400780
14624, 1903688904
41977, 2092331009
